Ruta_SAK,Semana,TotalSales
4012,8,6456.0100
4012,9,14559.5800
4013,8,4790.6100
4013,9,16053.4000
4026,3,347.8400
4026,4,630.4600
4030,5,12348.3200
4034,3,1434.8400
4034,4,804.3800
4034,5,21457.3800
4042,3,608.7200
4042,4,456.5400
4046,4,630.4600
4046,5,4500.1800
4055,5,3424.0500
4056,4,304.3600
4056,5,1804.4200
4057,4,630.4600
4057,5,2152.2600
4059,4,445.6700
4059,5,2065.3000
4063,6,478.2800
4065,5,304.3600
4068,6,173.9200
4068,7,347.8400
4068,8,804.3800
4068,9,326.1000
4069,5,304.3600
4070,5,2717.5000
4070,6,1065.2600
4071,5,4097.9900
4072,3,347.8400
4072,4,326.1000
4072,5,5358.9100
4073,5,1391.3600
4074,5,11522.2000
4075,6,956.5600
4076,4,630.4600
4076,5,1195.7000
4077,3,695.6800
4077,4,804.3800
4077,5,4348.0000
4080,3,456.5400
4080,4,326.1000
4089,4,173.9200
4089,5,347.8400
4092,5,347.8400
4092,6,173.9200
4092,7,1065.2600
4096,3,5739.3600
4096,4,869.6000
4096,7,1217.4400
4098,4,1021.7800
4101,3,337257.0000
4101,4,349005.3300
4101,5,329573.6700
4101,6,289771.1600
4101,7,282177.5500
4101,8,278438.1200
4101,9,259051.8100
4102,3,310653.7600
4102,4,296832.4100
4102,5,292469.6500
4102,6,274484.1900
4102,7,261151.0000
4102,8,238124.4100
4102,9,254336.8500
4103,3,271552.8800
4103,4,261616.6300
4103,5,235040.8500
4103,6,223421.7500
4103,7,199479.1300
4103,8,186146.9200
4103,9,186766.9900
4104,3,216961.0100
4104,4,214612.8400
4104,5,208797.4000
4104,6,197031.3900
4104,7,160539.7400
4104,8,169839.1400
4104,9,180153.6000
4105,3,162747.8900
4105,4,184487.1400
4105,5,168258.1800
4105,6,150764.1700
4105,7,131699.7700
4105,8,133741.7600
4105,9,134859.2000
4106,3,197337.7800
4106,4,197221.1700
4106,5,162794.7000
4106,6,164118.0000
4106,7,142970.7400
4106,8,143448.7400
4106,9,155522.1200
4107,3,88695.4100
4107,4,89977.1800
4107,5,89669.7600
4107,6,76009.7400
4107,7,50299.0000
4107,8,60301.6900
4107,9,77050.5500
4108,3,62920.7600
4108,4,61435.1900
4108,5,56875.9200
4108,6,52939.9200
4108,7,51645.1000
4108,8,43307.3000
4108,9,50014.7700
4109,3,23178.3900
4109,4,22029.7100
4109,5,22025.9000
4109,6,17673.1300
4109,7,14698.6800
4109,8,21197.7400
4109,9,21565.2500
4110,3,17980.3000
4110,4,14719.3700
4110,5,15000.4300
4110,6,17042.4900
4110,7,21598.8000
4110,8,18998.9000
4110,9,14743.5600
4111,3,52407.7000
4111,4,46647.3200
4111,5,53147.0500
4111,6,50406.6400
4111,7,37449.0300
4111,8,29234.3100
4111,9,23291.8300
4112,3,19874.5600
4112,4,22797.2800
4112,5,35457.2700
4112,6,34113.7300
4112,7,24254.7800
4112,8,13854.2100
4112,9,13114.5100
4113,3,48291.8200
4113,4,50775.9700
4113,5,43268.7700
4113,6,45117.9200
4113,7,34292.2400
4113,8,27008.0200
4113,9,24210.1100
4114,5,6412.3300
4114,7,521.7600
4115,3,27473.4000
4115,4,25178.2900
4115,5,37202.4700
4115,6,30515.6800
4115,7,25278.9400
4115,8,28632.9700
4115,9,27085.6000
4117,3,978.3000
4117,4,173.9200
4117,5,1956.6000
4117,6,456.5400
4117,7,1065.2600
4117,8,913.0800
4117,9,304.3600
4120,4,7464.9600
4120,5,22427.5200
4120,6,29560.3200
4121,3,7464.9600
4121,6,14962.5600
4121,7,22427.5200
4122,3,7464.9600
4122,5,41532.9600
4122,6,7132.8000
4124,7,7464.9600
4124,8,7464.9600
4125,6,7464.9600
4126,3,14929.9200
4126,4,7464.9600
4126,5,37390.0800
4126,6,22427.5200
4126,7,86720.1600
4127,6,14597.7600
4127,7,7464.9600
4127,8,14962.5600
4128,3,7464.9600
4128,6,29560.3200
4128,9,7464.9600
4130,3,30931.2200
4130,4,33593.7100
4130,5,51794.1000
4130,6,52892.4000
4130,7,63948.5600
4130,8,31017.0500
4130,9,30060.5700
4131,3,33747.0200
4131,4,37445.2800
4131,5,37931.5000
4131,6,76502.1200
4131,7,95394.4100
4131,8,28969.9600
4131,9,30794.1200
4132,3,36399.8600
4132,4,38639.1200
4132,5,38639.6500
4132,6,36443.9500
4132,7,36945.6100
4132,8,33438.8500
4132,9,31547.4400
4133,3,32379.4700
4133,4,34326.4200
4133,5,34475.8100
4133,6,33209.5600
4133,7,55038.3800
4133,8,29233.0600
4133,9,28501.8900
4134,3,33988.0200
4134,4,37686.1500
4134,5,33633.4300
4134,6,29814.2200
4134,7,29982.0800
4134,8,26339.5700
4134,9,28112.5200
4135,3,29669.4500
4135,4,27372.0800
4135,5,26495.2000
4135,6,29086.3300
4135,7,28981.4000
4135,8,26052.0000
4135,9,23352.3900
4136,3,26438.0000
4136,4,27777.4300
4136,5,24707.0300
4136,6,27562.4600
4136,7,31211.4100
4136,8,30961.7000
4136,9,26879.4300
4137,3,32082.8600
4137,4,30538.4200
4137,5,28141.7700
4137,6,28604.5200
4137,7,26839.1000
4137,8,22652.3300
4137,9,23185.6900
4138,3,24525.9600
4138,4,26438.4100
4138,5,28310.6300
4138,6,24919.4300
4138,7,22183.2900
4138,8,16661.3100
4138,9,14033.1700
4150,3,25549.1600
4150,4,32589.0100
4150,5,29363.3800
4150,6,26327.3200
4150,7,24281.7500
4150,8,24707.6800
4150,9,22754.8400
4151,3,23748.9300
4151,4,24928.6100
4151,5,25113.1800
4151,6,23862.9400
4151,7,24369.4200
4151,8,20748.9200
4151,9,22423.0700
4152,3,26189.5300
4152,4,23314.1900
4152,5,21684.6100
4152,6,18348.1900
4152,7,16761.3000
4152,8,19449.2800
4152,9,19732.2900
4153,3,22629.6300
4153,4,22217.3100
4153,5,22251.3200
4153,6,20915.4500
4153,7,18554.1000
4153,8,21376.8300
4153,9,19390.7400
4154,3,21935.3000
4154,4,21093.7700
4154,5,22115.6500
4154,6,20466.5600
4154,7,21908.3900
4154,8,23270.4300
4154,9,18896.9100
4155,3,22956.7900
4155,4,22679.8800
4155,5,20449.5100
4155,6,15595.7500
4155,7,14674.3300
4155,8,12266.8100
4155,9,9604.9000
4156,3,31631.2900
4156,4,28425.9300
4156,5,26328.8000
4156,6,23125.6200
4156,7,20298.6200
4156,8,20766.1200
4156,9,17696.8600
4157,3,19662.3300
4157,4,20970.0400
4157,5,21235.5300
4157,6,18236.0500
4157,7,15540.4200
4157,8,14585.5300
4157,9,11758.0300
4158,3,19648.7500
4158,4,23579.7500
4158,5,19533.6000
4158,6,17251.2800
4158,7,17695.5300
4158,8,15443.8800
4158,9,13761.4200
4159,3,25076.4100
4159,4,23979.1300
4159,5,24448.6700
4159,6,15941.3900
4159,7,19074.5600
4159,8,17099.8900
4159,9,15602.4300
4160,3,32664.0200
4160,4,26750.4600
4160,5,19930.0000
4160,6,17781.9300
4160,7,23692.2600
4160,8,19251.4600
4160,9,18308.7700
4161,3,36748.0500
4161,4,33090.1100
4161,5,23527.0300
4161,6,19070.0200
4161,7,32523.5600
4161,8,23924.8300
4161,9,24943.0000
4169,4,152.1800
4170,4,1760.9400
4172,3,1950.4800
4172,4,1700.4000
4172,5,1031.6000
4172,6,2221.7400
4172,7,2056.6400
4173,3,3857.8400
4173,4,1394.4000
4173,5,3464.8000
4173,6,8563.6400
4173,7,6999.5200
4174,3,2856.0600
4174,4,2041.9800
4174,5,2253.8200
4174,6,1520.3200
4174,7,2491.7600
4174,8,748.8000
4175,3,17163.5800
4175,4,6200.4600
4175,5,13494.5400
4175,6,21778.7200
4175,7,18412.9600
4175,8,748.8000
4175,9,3027.2000
4176,3,3830.4600
4176,4,1815.8000
4176,5,1958.1400
4176,6,2108.1600
4176,7,2119.6600
4176,8,443.7600
4177,3,9001.6800
4177,4,2957.0400
4177,5,29963.2000
4177,6,14420.6000
4177,7,7512.2600
4177,8,4439.5200
4177,9,1497.6000
4178,3,14354.4800
4178,4,3564.4800
4178,5,5280.3600
4178,6,14333.3800
4178,7,9329.6000
4178,9,2246.4000
4179,3,5432.2800
4179,4,2579.1800
4179,5,9225.3200
4179,6,13840.5400
4179,7,4195.6000
4180,3,320.0000
4180,4,800.0000
4180,5,531.2000
4180,6,1767.6800
4180,7,211.2000
4181,3,1934.0800
4181,5,3783.3200
4181,6,1227.9000
4181,8,443.7600
4182,3,6869.1200
4182,4,5776.4000
4182,5,5195.4400
4182,6,6944.1200
4182,7,4177.5000
4182,8,1749.3600
4182,9,6213.3600
4183,3,17376.8000
4183,4,7401.0400
4183,5,14328.0800
4183,6,19980.7800
4183,7,12655.4000
4183,9,2278.4000
4184,3,10989.5200
4184,4,5233.8600
4184,5,9457.9000
4184,6,15905.6200
4184,7,14266.8000
4184,8,748.8000
4184,9,2713.6000
4185,3,9413.3200
4185,4,4434.9600
4185,5,5191.1200
4185,6,5514.0600
4185,7,3394.9400
4185,9,5718.4000
4186,3,480.0000
4186,4,814.0800
4186,5,3417.3400
4186,6,2211.2800
4186,7,1628.1600
4187,3,1821.7600
4187,4,2127.0600
4187,5,3806.8000
4187,6,4799.2000
4187,7,5052.1200
4187,8,748.8000
4188,3,887.5200
4188,6,887.5200
4188,7,1651.2800
4189,3,320.0000
4189,4,1265.3000
4189,5,1067.9000
4189,6,1342.5600
4189,7,2327.5200
4189,9,3603.2000
4190,4,691.8400
4190,5,2033.2600
4190,6,1456.0800
4190,7,659.7600
4190,9,2550.4000
4191,3,3452.0000
4191,4,1366.0000
4191,5,4212.6400
4191,6,8537.2800
4191,7,2621.0200
4191,9,2550.4000
4192,3,1497.6000
4192,4,1416.7000
4192,5,1561.9800
4192,6,1574.0800
4192,9,5241.6000
4193,3,6523.6000
4193,4,3868.7400
4193,5,16255.0600
4193,6,13927.2400
4193,7,16890.8400
4193,8,887.5200
4193,9,2774.4000
4194,3,14527.2800
4194,4,10340.1000
4194,5,9034.3200
4194,6,16929.8400
4194,7,10282.7000
4194,9,2713.6000
4195,3,7985.3400
4195,4,2208.4800
4195,5,3942.9600
4195,6,6121.6600
4195,7,3262.0800
4196,3,9756.7200
4196,4,2110.9600
4196,5,4908.3000
4196,6,8918.0200
4196,7,5419.4400
4199,4,815.6000
4199,5,480.0000
4199,7,2091.6000
4200,7,443.7600
4201,3,38140.7000
4201,4,42084.2600
4201,5,48188.6900
4201,6,36673.9700
4201,7,38158.2000
4201,8,29604.5000
4201,9,26710.1200
4202,3,650.7200
4202,4,1808.2400
4202,5,7312.5600
4202,7,2569.8400
4202,8,443.7600
4202,9,304.0000
4203,3,4369.7600
4203,4,5197.9800
4203,5,5416.0800
4203,6,5329.7600
4203,7,8237.5600
4203,8,4723.2000
4203,9,10070.4000
4204,3,3712.8000
4204,4,1673.2800
4204,5,4166.4000
4204,6,2700.9600
4204,7,976.5600
4205,3,697.2000
4205,4,985.1200
4205,5,697.2000
4205,6,1069.0400
4205,7,2945.9000
4205,8,923.7600
4205,9,304.0000
4206,3,19523.1600
4206,4,10688.7800
4206,5,28414.8600
4206,6,10537.2400
4206,7,8184.1000
4206,9,1164.8000
4207,3,19712.7600
4207,4,10271.7000
4207,5,10523.1600
4207,6,23010.0400
4207,7,20727.8000
4207,9,3219.2000
4208,3,30950.2800
4208,4,25694.8600
4208,5,14648.3800
4208,6,36798.4600
4208,7,33761.0000
4208,9,2128.0000
4209,3,25285.9200
4209,4,6568.8600
4209,5,6082.8600
4209,6,26764.3200
4209,7,3253.6000
4210,3,10089.6000
4210,4,4864.9600
4210,5,28592.0600
4210,6,1707.0000
4210,7,2991.6000
4211,3,691.8400
4211,4,1389.0400
4211,5,1135.6000
4211,6,2004.4000
4211,7,1119.7400
4212,3,1074.1600
4212,4,1886.0000
4212,5,1745.2000
4212,6,325.3600
4212,7,325.3600
4213,3,697.2000
4213,4,1069.0400
4213,5,2163.5200
4213,6,1140.9600
4213,7,1119.7400
4214,3,1017.2000
4214,4,325.3600
4214,5,1022.5600
4214,6,1022.5600
4214,7,697.2000
4215,4,440.0000
4215,5,371.8400
4215,6,865.6000
4215,7,320.0000
4215,9,304.0000
4401,3,823326.5400
4401,4,851337.3300
4401,5,767001.0500
4401,6,753635.9700
4401,7,780510.2100
4401,8,783526.1700
4401,9,778769.5100
4402,3,756879.1600
4402,4,777983.9400
4402,5,674021.9500
4402,6,658097.4800
4402,7,679041.2100
4402,8,679766.1600
4402,9,676551.4600
4403,3,785382.5000
4403,4,786089.7300
4403,5,702608.9300
4403,6,673144.8300
4403,7,721276.3200
4403,8,736055.5700
4403,9,710264.7500
4404,3,786362.4000
4404,4,777915.8000
4404,5,717581.3700
4404,6,699169.8900
4404,7,716363.3500
4404,8,710625.6800
4404,9,710473.8900
4405,3,705705.2100
4405,4,690349.9600
4405,5,599475.5200
4405,6,597326.3300
4405,7,642022.8200
4405,8,623412.1600
4405,9,608973.1300
4406,3,701824.9500
4406,4,651893.8000
4406,5,603816.9300
4406,6,599446.9000
4406,7,637711.6900
4406,8,656404.9300
4406,9,656940.0000
4407,3,622833.2900
4407,4,639819.8600
4407,5,544779.7200
4407,6,517971.5300
4407,7,566060.4500
4407,8,570656.0500
4407,9,559958.3400
4408,3,590404.6500
4408,4,592971.0500
4408,5,547182.5100
4408,6,529264.9900
4408,7,558951.9500
4408,8,543581.7700
4408,9,551956.6800
4409,3,474865.0400
4409,4,464794.6900
4409,5,393781.7200
4409,6,393895.7200
4409,7,437955.5000
4409,8,431517.6500
4409,9,426081.9100
4410,3,670931.5300
4410,4,639624.6800
4410,5,567909.6900
4410,6,569563.1100
4410,7,592274.6700
4410,8,606516.7000
4410,9,633657.4800
4411,3,565947.3000
4411,4,564172.5100
4411,5,497776.5600
4411,6,486197.3300
4411,7,511787.1100
4411,8,523472.5100
4411,9,537385.8200
4412,3,597868.2600
4412,4,551745.6200
4412,5,480596.6800
4412,6,475094.4400
4412,7,509475.7100
4412,8,506802.9600
4412,9,524798.1400
4413,3,562780.5200
4413,4,551659.5500
4413,5,480661.3100
4413,6,444110.5500
4413,7,488135.7400
4413,8,511507.5300
4413,9,509322.3800
4414,3,463875.1300
4414,4,427211.4600
4414,5,383047.7400
4414,6,370241.9600
4414,7,380913.7900
4414,8,360243.5000
4414,9,362831.4400
4415,3,463469.3200
4415,4,433416.8100
4415,5,390080.6800
4415,6,370712.8800
4415,7,366919.0500
4415,8,373097.8800
4415,9,378036.7400
4416,3,400976.0900
4416,4,374559.9500
4416,5,356670.9100
4416,6,351892.3400
4416,7,363226.2900
4416,8,357642.7500
4416,9,346961.9100
4417,3,444897.2900
4417,4,380719.6100
4417,5,404119.5600
4417,6,346751.9300
4417,7,375980.1800
4417,8,389316.0300
4417,9,375124.6000
4418,3,259292.6300
4418,4,248098.9600
4418,5,226584.8900
4418,6,229720.1100
4418,7,234580.4000
4418,8,235788.1700
4418,9,245185.2700
4419,3,235269.9200
4419,4,214622.7100
4419,5,193929.1000
4419,6,179436.4800
4419,7,190650.7300
4419,8,195046.9200
4419,9,207698.3900
4420,3,284838.6400
4420,4,271482.3900
4420,5,231433.2600
4420,6,200604.3300
4420,7,227640.5200
4420,8,223367.5200
4420,9,217431.0300
4421,3,325586.9000
4421,4,295554.8500
4421,5,275846.9500
4421,6,255433.3500
4421,7,263614.1300
4421,8,264741.1200
4421,9,265769.5600
4422,3,316642.8600
4422,4,301145.9400
4422,5,278348.4300
4422,6,279389.7400
4422,7,289612.4100
4422,8,286184.1000
4422,9,281974.6000
4423,3,256003.7700
4423,4,237141.3800
4423,5,225890.2900
4423,6,208179.1200
4423,7,221850.4700
4423,8,216099.7900
4423,9,202763.0200
4424,3,215628.1600
4424,4,214108.6200
4424,5,209015.5600
4424,6,189570.3300
4424,7,192757.5700
4424,8,188297.0200
4424,9,177759.3300
4425,3,160903.3200
4425,4,164979.6900
4425,5,163631.5600
4425,6,170127.9800
4425,7,165837.5900
4425,8,168488.2000
4425,9,161177.2800
4426,3,142749.0600
4426,4,138287.7200
4426,5,137188.0300
4426,6,123525.7300
4426,7,122217.5700
4426,8,119608.4400
4426,9,120677.8800
4427,3,115820.1100
4427,4,109537.8500
4427,5,105164.7700
4427,6,93908.7900
4427,7,90574.2800
4427,8,94679.6000
4427,9,92237.0500
4428,3,109382.6700
4428,4,104379.7100
4428,5,97143.3600
4428,6,88338.4800
4428,7,92104.4600
4428,8,99012.6400
4428,9,101421.5200
4429,3,105013.6500
4429,4,98515.5700
4429,5,97077.7600
4429,6,86899.8200
4429,7,86157.3300
4429,8,86214.4900
4429,9,81251.4800
4430,3,150486.1500
4430,4,148512.2200
4430,5,117052.8100
4430,6,91089.7900
4430,7,94079.8500
4430,8,99188.7500
4430,9,100623.0300
4431,3,173874.7700
4431,4,172697.1200
4431,5,144819.0200
4431,6,107445.7000
4431,7,106909.7500
4431,8,109601.6700
4431,9,109481.6900
4432,3,109069.2000
4432,4,118234.6400
4432,5,99051.1900
4432,6,92787.8400
4432,7,103213.1500
4432,8,100929.4200
4432,9,86819.9400
4433,3,66622.6700
4433,4,82013.3300
4433,5,81836.1100
4433,6,54404.5000
4433,7,52360.6700
4433,8,57485.0200
4433,9,61573.0400
4434,3,136721.5000
4434,4,147059.7800
4434,5,124793.0400
4434,6,91782.8400
4434,7,94467.7600
4434,8,106136.4000
4434,9,100491.0600
4435,3,103594.4400
4435,4,119035.8400
4435,5,104116.4600
4435,6,75936.5700
4435,7,73276.9700
4435,8,78671.7700
4435,9,80703.3500
4436,3,115015.2800
4436,4,127468.8600
4436,5,112772.6900
4436,6,80649.1600
4436,7,83643.9600
4436,8,89656.4000
4436,9,93808.1400
4437,3,111895.1400
4437,4,125114.7900
4437,5,103193.1500
4437,6,79366.2200
4437,7,80160.0300
4437,8,78437.6100
4437,9,81650.6700
4438,3,68907.0200
4438,4,74914.6700
4438,5,56964.9700
4438,6,42503.2300
4438,7,44541.7200
4438,8,49369.1300
4438,9,44251.6000
4439,3,94171.6600
4439,4,93205.9500
4439,5,93566.3500
4439,6,77505.9400
4439,7,75279.2500
4439,8,69109.7200
4439,9,64538.1100
4440,3,118169.1000
4440,4,125826.4200
4440,5,105410.4900
4440,6,91647.3600
4440,7,92968.5200
4440,8,103682.4800
4440,9,107784.3400
4441,3,160731.1100
4441,4,171553.8900
4441,5,145246.6600
4441,6,121488.5500
4441,7,129295.0900
4441,8,136523.0600
4441,9,135506.7900
4442,3,174690.5400
4442,4,181178.1800
4442,5,162659.2200
4442,6,138760.5900
4442,7,138429.9500
4442,8,138961.7400
4442,9,134665.4900
4443,3,167974.6300
4443,4,182221.5300
4443,5,166957.4300
4443,6,137730.7200
4443,7,144302.4100
4443,8,142426.1200
4443,9,146637.4000
4444,3,171258.0600
4444,4,179689.7400
4444,5,166382.2600
4444,6,125861.3500
4444,7,127446.8100
4444,8,123652.9600
4444,9,123348.9700
4445,3,160743.4900
4445,4,156682.8700
4445,5,136180.1100
4445,6,118422.4500
4445,7,118602.1800
4445,8,126269.3500
4445,9,125575.0300
4446,3,197719.8400
4446,4,209922.3200
4446,5,183672.5900
4446,6,156731.5300
4446,7,149556.1500
4446,8,152488.2700
4446,9,154805.8900
4447,3,184337.8100
4447,4,191428.3100
4447,5,170726.7800
4447,6,155985.5500
4447,7,145621.0700
4447,8,141644.7100
4447,9,149420.5400
4448,3,171779.1500
4448,4,176828.2000
4448,5,147226.7400
4448,6,122580.4900
4448,7,127889.9400
4448,8,126537.4000
4448,9,133753.2900
4449,3,170029.4200
4449,4,172658.1200
4449,5,141530.0800
4449,6,115160.0500
4449,7,116224.1600
4449,8,117029.9500
4449,9,120166.9400
4450,3,245195.9600
4450,4,232105.3000
4450,5,227569.4800
4450,6,185660.2800
4450,7,184244.5100
4450,8,187059.1700
4450,9,182502.4500
4451,3,311781.8400
4451,4,290563.9500
4451,5,271764.7700
4451,6,283980.8000
4451,7,276221.8000
4451,8,273697.7900
4451,9,270339.8300
4452,3,272615.1100
4452,4,249145.2500
4452,5,233339.4600
4452,6,232887.3100
4452,7,245904.8700
4452,8,243535.3800
4452,9,239421.3000
4453,3,292917.0100
4453,4,252285.9800
4453,5,238669.3200
4453,6,223639.1600
4453,7,233275.0900
4453,8,227971.2300
4453,9,224117.2600
4454,3,279545.4700
4454,4,253331.8300
4454,5,251278.0400
4454,6,256323.7400
4454,7,268888.0100
4454,8,262018.0200
4454,9,253324.9600
4455,3,303841.4200
4455,4,287419.6000
4455,5,268699.8300
4455,6,270782.9300
4455,7,274102.8600
4455,8,259915.0400
4455,9,268662.4300
4456,3,294061.5500
4456,4,282269.6000
4456,5,265345.9900
4456,6,270782.4700
4456,7,265849.1700
4456,8,259861.2400
4456,9,254079.2200
4457,3,307286.3800
4457,4,269996.1100
4457,5,261713.4100
4457,6,257002.2900
4457,7,261468.6600
4457,8,246016.6900
4457,9,245760.3000
4458,3,229782.3400
4458,4,211367.9800
4458,5,207584.5000
4458,6,214519.0500
4458,7,215617.3700
4458,8,213060.7100
4458,9,203758.2100
4459,3,171189.7000
4459,4,146940.2600
4459,5,146918.8600
4459,6,172963.8900
4459,7,173476.5700
4459,8,172872.7900
4459,9,165642.5400
4460,3,113457.0000
4460,4,105422.1600
4460,5,97840.3600
4460,6,111736.8500
4460,7,126500.4500
4460,8,122283.9700
4460,9,113974.8100
4461,3,81597.2600
4461,4,86596.1700
4461,5,88061.7200
4461,6,83538.8100
4461,7,83018.7500
4461,8,78932.8100
4461,9,81800.9900
4462,3,84061.6100
4462,4,102272.9900
4462,5,114484.0000
4462,6,110605.7000
4462,7,109803.0500
4462,8,105960.5400
4462,9,109274.6100
4463,3,68531.5300
4463,4,70095.0200
4463,5,81651.8300
4463,6,79842.0900
4463,7,76966.9400
4463,8,70086.5700
4463,9,69811.5000
4464,3,70832.8300
4464,4,63816.5400
4464,5,69725.2800
4464,6,67742.4000
4464,7,65503.9800
4464,8,69620.4600
4464,9,67879.3700
4465,3,78110.7900
4465,4,80403.9600
4465,5,89131.5000
4465,6,89666.2600
4465,7,86740.7900
4465,8,77123.1700
4465,9,81613.4600
4466,3,62337.3700
4466,4,59186.0000
4466,5,72858.1100
4466,6,66317.3900
4466,7,64383.3000
4466,8,62789.9200
4466,9,67518.8900
4467,3,80121.6500
4467,4,75852.9900
4467,5,80755.2500
4467,6,83468.8500
4467,7,78942.0500
4467,8,75073.9700
4467,9,81261.7700
4468,3,53242.7900
4468,4,49787.9200
4468,5,47785.8400
4468,6,43863.7500
4468,7,42673.9800
4468,8,40365.4200
4468,9,42720.3800
4469,3,37940.9700
4469,4,43055.1100
4469,5,38797.9300
4469,6,34471.8800
4469,7,32470.5800
4469,8,36448.0700
4469,9,33960.6400
4470,3,47123.5700
4470,4,47738.6900
4470,5,47619.4100
4470,6,43328.4100
4470,7,41726.6400
4470,8,41279.5700
4470,9,42343.8100
4471,3,48702.0300
4471,4,45239.1100
4471,5,39879.2500
4471,6,38619.4900
4471,7,39584.9200
4471,8,35224.8400
4471,9,36997.2100
4472,3,43449.3800
4472,4,36702.3500
4472,5,40159.7500
4472,6,35693.4100
4472,7,32660.7700
4472,8,33482.5400
4472,9,32500.8500
4473,3,53507.7800
4473,4,50264.2200
4473,5,46007.8500
4473,6,44507.7000
4473,7,43507.3500
4473,8,43563.0400
4473,9,44789.7900
4474,3,23367.8500
4474,4,25170.9500
4474,5,23738.5500
4474,6,20379.0800
4474,7,19963.6700
4474,8,20262.6200
4474,9,23060.2900
4475,3,18482.7700
4475,4,15968.1700
4475,5,20089.5800
4475,6,16159.8900
4475,7,15820.8100
4475,8,17791.4800
4475,9,18902.7900
4476,3,22885.0100
4476,4,13603.4300
4476,5,12064.8400
4477,3,13269.0600
4477,4,12031.1300
4477,5,12375.2200
4478,3,17450.8400
4478,4,14780.4700
4478,5,14409.7100
4479,3,15431.3700
4479,4,15372.1700
4479,5,10414.9000
4480,3,35530.3300
4480,4,35830.0100
4480,5,32370.3100
4480,6,14067.7100
4480,7,15405.6400
4480,8,14514.6900
4480,9,13763.9800
4481,3,66712.9300
4481,4,69570.4500
4481,5,61119.7900
4481,6,33743.0300
4481,7,39401.2400
4481,8,37082.4900
4481,9,37222.9200
4482,3,65758.6200
4482,4,64793.2700
4482,5,58491.9500
4482,6,38216.8300
4482,7,38920.9200
4482,8,37762.5900
4482,9,40486.6900
4483,3,58855.5100
4483,4,54651.7900
4483,5,53696.6900
4483,6,33561.3900
4483,7,34901.8800
4483,8,35557.4400
4483,9,33052.7300
4484,3,33540.9500
4484,4,31786.6900
4484,5,34041.6700
4484,6,29905.9000
4484,7,31508.0700
4484,8,29308.4800
4484,9,27727.8200
4485,3,48581.0100
4485,4,45167.5300
4485,5,41476.6100
4485,6,41016.5300
4485,7,36336.6300
4485,8,34161.1400
4485,9,38640.1000
4486,3,46246.8400
4486,4,47591.6900
4486,5,44133.3400
4486,6,42378.6700
4486,7,48330.5100
4486,8,44401.7500
4486,9,40369.5100
4487,3,37939.4100
4487,4,35037.2900
4487,5,36184.0600
4487,6,38900.7400
4487,7,37815.4100
4487,8,35842.4500
4487,9,38195.3400
4488,3,35934.6500
4488,4,32732.8400
4488,5,33586.5100
4488,6,34247.4800
4488,7,38308.6900
4488,8,37334.1500
4488,9,32432.3300
4489,3,45625.6600
4489,4,37061.2100
4489,5,36921.5100
4489,6,37807.4700
4489,7,38827.5300
4489,8,38476.7200
4489,9,36595.2900
4490,3,15209.3700
4490,4,17310.7900
4490,5,13530.5200
4490,6,14783.4600
4490,7,13014.7100
4490,8,14232.7400
4490,9,13621.3900
4491,3,11993.3800
4491,4,11506.2000
4491,5,12022.5200
4491,6,8913.0700
4491,7,9379.1700
4491,8,9423.1700
4491,9,11123.2400
4492,3,17953.2400
4492,4,14299.3100
4492,5,12749.2400
4492,6,11467.8600
4492,7,11773.4000
4492,8,11465.7600
4492,9,12742.4700
4493,3,19325.1400
4493,4,16760.2400
4493,5,15383.7700
4493,6,16519.9900
4493,7,14400.7300
4493,8,14699.4000
4493,9,14615.9600
4494,3,6243.7400
4494,4,5782.8100
4494,6,7969.9300
4494,7,9752.8300
4494,8,13021.4700
4494,9,12319.3500
4495,3,9222.8300
4495,4,5607.0400
4495,9,7217.9600
4501,3,1128315.6500
4501,4,1052057.5900
4501,5,1027506.5000
4501,6,952854.3700
4501,7,1003421.0800
4501,8,1005777.4100
4501,9,1008647.8200
4502,3,459114.1200
4502,4,487523.5000
4502,5,493928.9200
4502,6,466001.6800
4502,7,471178.6400
4502,8,512791.8700
4502,9,499794.0300
4503,3,396362.5500
4503,4,412097.2800
4503,5,437642.3800
4503,6,424111.2000
4503,7,404573.0800
4503,8,436240.8400
4503,9,463572.5500
4504,3,314420.4400
4504,4,367769.4100
4504,5,339005.2400
4504,6,293815.6200
4504,7,320541.5200
4504,8,332415.5800
4504,9,316562.4800
4505,3,196438.4300
4505,4,215909.3900
4505,5,215826.5300
4505,6,212947.7900
4505,7,215220.3200
4505,8,216814.0400
4505,9,230057.5300
4506,3,161609.8400
4506,4,187185.9300
4506,5,173988.3800
4506,6,186547.6500
4506,7,189937.2400
4506,8,198569.6700
4506,9,218272.3900
4507,3,136016.6300
4507,4,137140.4200
4507,5,177544.9000
4507,6,204078.3600
4507,7,197940.2200
4507,8,195325.9700
4507,9,198057.3400
4508,3,69754.0900
4508,4,96424.1600
4508,5,106832.9300
4508,6,102246.6800
4508,7,112198.0900
4508,8,102324.6900
4508,9,88198.7700
4509,3,76095.4200
4509,4,86282.2100
4509,5,99284.9200
4509,6,100743.6700
4509,7,101720.5900
4509,8,98725.8800
4509,9,111021.3000
4510,3,182392.3600
4510,4,205549.7900
4510,5,180578.7800
4510,6,172319.5400
4510,7,197260.8400
4510,8,179113.1300
4510,9,183145.6200
4511,3,300323.5100
